,name,event__place__name,event__place__id,lat,lon,event_count
0,"Пушкинской ул., д. 10",Петербургский архив и библиотека независимого искусства,834,59.92951500,30.35755900,1
1,"Московский пр., д. 150",Библиотека у Московских ворот,593,59.88508300,30.32054800,19
2,"Литейный пр., д. 52",Железный лев,679,59.93645300,30.34863000,7
3,"Лиговский пр., д. 53",Галерея АРТ-бюро,413,59.92913600,30.35933800,1
4,"Шаумяна, д. 22",КДЦ Красногвардейский,618,59.93164800,30.41729700,4
5,"Биржевая линия В. О., д. 12",Кулуар Реставрация нравов,131,59.94364300,30.29601500,18
6,"Большой пр. П. С., д. 18",Юношеская библиотека им. А.П. Гайдара,832,59.95539400,30.29482100,1
7,"Биржевой переулок, д. 2-4",The LOFT,792,59.94501700,30.29356300,1
8,"Пушкинская, д. 9","ОКЦ на Пушкинской, 9",20,59.92963700,30.35673200,19
9,"Мойка, д. 28",Все свободны,36,59.93880200,30.31997300,90
10,"Пионерская ул., д. 34",Свой круг,57,59.96111600,30.27986400,2
11,"Казанская ул., д. 7",Место встречи,80,59.93237800,30.32104200,2
12,"Профессора Качалова, д. 8",Творческое пространство Кипарис,630,59.91471000,30.39904300,1
13,"Литейный пр., д. 53",Музей Ахматовой,8,59.93633200,30.34770400,1200
14,"Достоевского, д. 19/21Б",Универсальный лекторий Александрийская библиотека,133,59.92355900,30.34659000,2
15,"Фучика, д. 15",Гуманитарный Университет профсоюзов,521,59.87934400,30.37746600,1
16,"Невский пр., д. 151",Ресторан Премьера,62,59.92549800,30.37931600,2
17,"Невский пр., 179/2",Новый выставочный зал музея городской скульптуры,373,59.92281000,30.38475100,1
18,"Александра Блока, д. 5",Балтийский стрелковый центр,355,59.92458200,30.27867800,5
19,"Итальянская ул., д. 17",Школа Masters,232,59.93613300,30.33429300,2
20,"Фонтанка, д. 34",Шереметевский дворец,561,59.93644900,30.34545900,2
21,"Каменноостровский пр., д. 55",Театр Особняк,401,59.97167200,30.30679500,3
22,"Гражданский пр., д. 41",Буквоед,19,60.01153600,30.39781200,2
23,Елагин остров,ЦПКиО,634,59.97927200,30.26248100,11
24,"Большая Пушкарская ул., д. 10",Легко-легко,592,59.95511500,30.29730000,2
25,"Большая Конюшенная ул., д. 27",Театр Эстрады,383,59.93699900,30.32236300,3
26,"Карповка, д. 28",Библиотека Лавренева,123,59.96982100,30.30804400,59
27,"3-я линия В. О., д. 20",Музей-квартира Л.Н. Бенуа,321,59.94281800,30.28518200,1
28,"Большой проспект П. С., д. 73",Библиотека им. Пушкина Петроградского района,4,59.96520500,30.31153800,43
29,"Разъезжая ул., д. 12",А2,684,59.92497500,30.34586300,3
30,"Фонтанка, д. 130",Африка,279,59.91793500,30.30422600,7
31,"Лиговский пр., 74",Зона действия,846,59.92202100,30.35552000,2
32,"Лиговский пр., д. 53",Амплитуда,1,59.92913600,30.35933800,18
33,"Константина Заслонова, д. 25",Бар Konzas Street,494,59.91798000,30.34452400,4
34,"Итальянская ул., д. 2",Городское кафе ЗиС,187,59.93721500,30.32802200,5
35,"Невский пр., д. 22-24",Русско-немецкий центр встреч,84,59.93594400,30.32409700,12
36,"Кузнечный пер., д. 5/2",Музей Достоевского,25,59.92730100,30.35093800,120
37,"Малоохтинский пр., д. 92",Молодежный клуб Современник,82,59.92327000,30.40534900,5
38,"Никольская пл., д. 2",Библиотека Старая Коломна,167,59.92311200,30.30233900,14
39,"Литейный пр., д. 42",Юсупов Palace,201,59.93830600,30.34883600,2
40,"Моховая ул., д. 37",PinUp,729,59.94026200,30.34483900,2
41,"Клинский пр., д. 17",Библиотека Бронницкая,112,59.91511600,30.32279400,22
42,"Невский пр., д. 22-24",Quo Vadis!?,417,59.93594400,30.32409700,11
43,"Некрасова, д. 40",Платформа,124,59.93888300,30.36139500,131
44,"8-я линия В. О., д. 79",Инк-клуб,423,59.94748700,30.27057500,2
45,"Циолковского, д. 13-15",Trashroom,822,59.90957600,30.28717600,1
46,"Лиговский пр., д. 53",Буржуазия,507,59.92913600,30.35933800,1
47,"Лиговский пр., д. 53",Музей нонконформистского искусства,182,59.92913600,30.35933800,28
48,"Черняховского ул., д. 55",Пена дней,320,59.92030700,30.35929300,1
49,"Садовая ул., 25","Кинжный магазин ""Мир Печати""",862,59.92988500,30.32469000,1
50,"Лёни Голикова, д. 31",Центральная районная библиотека Кировского района,461,59.84190700,30.22969300,1
51,"Маяковского ул., д. 27","ЦГДБ им. Пушкина, филиал № 1",153,59.94029400,30.35569000,1
52,"Сестрорецк, Токарева, д. 7",Библиотека Зощенко,224,60.08815300,29.95595800,11
53,"Тамбовская ул., д. 28",Котельная,288,59.91185000,30.35499900,2
54,метро Приморская,Мастерская Анастасии Нелюбиной,408,59.94845600,30.23463300,1
55,"Троицкая пл., д. 1",Троицкая библиотека,229,59.95292100,30.32784300,6
56,"Фонтанка, д. 34",street,53,59.93644900,30.34545900,1
57,"Графский переулок, д. 8",Школа № 216 им. Адама Мицкевича,457,59.93061100,30.34610500,1
58,"Казанская, д. 7",Квартал,386,59.93237800,30.32104200,6
59,"Фонтанка, д. 114",Молодежный театр на Фонтанке,342,59.91906700,30.31338000,4
60,"Лиговский пр., д. 53",Navicula Artis,382,59.92913600,30.35933800,22
61,"Ждановская, д. 29",Концептуальный клуб 84 Аврора,831,59.95824600,30.27997100,1
62,"Богатырский пр., д. 9",Библиотека Салтыкова-Щедрина,259,59.99942200,30.28032200,3
63,"Заневский пр., д. 32",Библиотека Современник,510,59.93181500,30.42451000,1
64,"Рубинштейна, д. 28",ZANZA,526,59.92883900,30.34429100,1
65,"Кронштадт, ул., Гидростроителей, д. 6",Библиотека семейного чтения,459,60.01150400,29.72001600,1
66,"Гатчина, ул. Чехова, д. 4",Музей П.Щербова,393,59.55739600,30.13356400,6
67,метро Владимирская,street,53,59.92742300,30.34829700,1
68,"Невский пр., д. 88",закрытый клуб,724,59.93246400,30.35180100,1
69,"Большой проспект П. С., д. 81",Музыка и кофе,334,59.96689000,30.31402700,3
70,"Жуковского, д. 12",Dead poets bar,852,59.93612400,30.35336400,2
71,"Марата, д. 11",Атриум Мариус Паба,737,59.92957400,30.35400200,1
72,"Казанская ул., д. 26",Стирка,83,59.93056100,30.31780800,39
73,"Думская ул., д. 1-3",Санкт-Петербургский союз литераторов,3,59.93419900,30.32897500,69
74,"Константина Заслонова, д. 22",Четверть пинты,352,59.91834100,30.34667100,1
75,"Жуковского, д. 22",4friends,770,59.93607900,30.35782800,1
76,"Якубовича, д. 10",Кошачья республика,185,59.93305400,30.30125300,1
77,"Грибоедова, д. 7",Дом 7,612,59.93906800,30.32736700,1
78,"Гривцова, д. 10",Русское географическое общество,717,59.93046200,30.31406200,2
79,"Марата, д. 86",Океанариум,674,59.91888600,30.33907200,5
80,"Конюшенная пл., д. 2",Театр ЦЕХъ,809,59.94070400,30.32599200,1
81,"Измайловский пр., д. 6",Креативный лофт АРТХАТА,798,59.91485400,30.30834000,1
82,"Стачек, д. 99",Буквоед,19,59.85878700,30.24834200,2
83,"Лиговский пр., д. 53",Галерея 2.04,708,59.92913600,30.35933800,3
84,"Звенигородская ул., д. 1",Line,547,59.92268800,30.33518200,2
85,"Старо-Петергофский пр., д. 9А, литера Ж",Рускомплект,531,59.91439400,30.27655800,1
86,"Невский пр., д. 28",Дом книги,17,59.93584000,30.32586600,275
87,"Рылеева, д. 17-19",Редакция журнала Невский альманах,712,59.94226800,30.35683100,1
88,"Каменноостровский пр., 13/2",Книжный клуб на Австрийской площади,395,59.95967400,30.31778200,2
89,Пушкин,ПОЭТому,76,59.72246300,30.41694700,14
90,"Биржевой переулок, д. 12",Сердце,184,59.94516100,30.29209900,1
91,"Средний пр. В. О., д. 49",Малая сцена Театра на Васильевском,817,59.94150600,30.27231800,1
92,"Пирогова, д. 18",Творческое пространство Пальма,162,59.92837900,30.30034500,2
93,"Печатника Григорьева, д. 2",Африка,279,59.91963100,30.35182800,1
94,"Моховая ул., д. 45",UTKA bar,451,59.93887000,30.34479400,1
95,"Обводный, д. 138",Rat hole,256,59.90864700,30.28007000,1
96,"Лиговский пр., д. 44",Театр Комедианты,202,59.92615600,30.35893300,2
97,"1-я линия В. О., д. 42",Свои книги,174,59.94472000,30.28634000,16
98,"Обводный, д. 199-201",Студия Popcorn,469,59.90956700,30.28422000,2
99,"Жуковского, д. 17",Шотшоп,785,59.93574600,30.35313000,1
100,"Рубинштейна, д. 28",HXGN,130,59.92883900,30.34429100,4
101,"Грибоедова, д. 26",Susanin,628,59.93304100,30.32605500,1
102,"Выборг, Пионерская, 4","Библиотека в Выборге на Пионерской, 4",305,60.71247600,28.73715100,1
103,"Фонтанка, д. 24",KGallery,219,59.93991500,30.34209000,5
104,"Грибоедова, д. 7",ПОЭТому,76,59.93906800,30.32736700,3
105,"Литейный пр., д. 17-19",Библиотека Лермонтова,56,59.94362900,30.34804600,240
106,"Большая Морская ул., д. 67",Санкт-Петербургский университет аэрокосмического приборостроения,340,59.92955600,30.29667100,1
107,"Малодетскосельский пр., д. 50/42",Библиотека Семеновская,154,59.91097400,30.31919200,18
108,"Мойка, д. 20",Дворы капеллы,392,59.94001900,30.32106900,3
109,"Правды, д. 12",Гастробар Go Gyros,762,59.92310300,30.34258400,1
110,"Гороховая ул., д. 33",Жук,93,59.92970500,30.31984800,183
111,"Лиговский пр., д. 10",Буквоед,19,59.93268500,30.36262500,749
112,"Лиговский пр., 74",Этажи,843,59.92202100,30.35552000,1
113,"Белинского ул., д. 13",Ресторан Пьер,615,59.93808100,30.34784800,1
114,"Ломоносова, д. 1",Ателье,139,59.93231500,30.32677400,5
115,"Садовая ул., д. 128",street,53,59.91688800,30.28319600,1
116,"Обводный, д. 60",Борхес,23,59.91540000,30.34207200,2
117,"Энгельса, д. 111",Библиотека Серафимовича,558,60.03598000,30.32444700,2
118,"Мойка, д. 32",Музей печати,137,59.93843200,30.32062000,22
119,"Никольская, д. 13",Петровский оздоровительный центр,845,60.04461700,30.30522300,2
120,"набережная Робеспьера, д. 30",Галерея–Cтудия VIEWZEN,528,59.94979400,30.35182800,2
121,"Фонтанка, д. 19",офис ПАРНАСа и Открытой России,818,59.93585800,30.34314100,1
122,"Графский переулок, д. 5",Слесарные мастерские Малого Драматического Театра,747,59.93036700,30.34580900,1
123,"Невский пр., д. 20",Библиотека вкусов,268,59.93630900,30.32122200,1
124,"Испытателей, д. 8",Клуб автопутешественников,598,60.00366900,30.28880200,1
125,"Литейный пр., д. 51",Театр на Литейном,228,59.93719700,30.34777600,20
126,"Выборг, ул., Титова, д. 1",Кочегарка,495,60.71117300,28.73684500,1
127,"Караванная ул., д. 12",Киноцентр «Родина»,860,59.93625100,30.34216200,2
128,"Мучной переулок, д. 1",Мука,788,59.93063300,30.32117700,3
129,"Гражданский пр., д. 121/100",Молодежная библиотека на Гражданке,234,60.03601100,30.42225600,2
130,"Лиговский пр., д. 50",Душ,535,59.92484400,30.35894200,4
131,"Гагаринская ул., д. 6/1",Европейский университет,31,59.94776200,30.34231500,3
132,Пушкин,street,53,59.72246300,30.41694700,2
133,"Большой проспект П. С., д. 81",Cook&Geek,800,59.96689000,30.31402700,2
134,Царское Село,street,53,59.72246300,30.41694700,3
135,"Обводный, д. 60",Креативное пространство Ткачи,581,59.91540000,30.34207200,6
136,"Мойка, д. 20",Академическая капелла,138,59.94001900,30.32106900,6
137,"Жуковского, д. 55",В месте,668,59.93566900,30.36120600,1
138,"Большая Конюшенная ул., д. 8",Институт Финляндии в Санкт-Петербурге,68,59.93795000,30.32366500,34
139,"Пушкин, Московское шоссе, д. 23",Музей П.П.Чистякова,432,59.71310200,30.42622600,3
140,"Декабристов, д. 57",Музей Блока,81,59.92375700,30.28296300,31
141,"набережная Невы у метро ""Елизаровская""",набережная Невы,366,59.89664400,30.42377400,1
142,"Тележная ул., д. 23",Студия Юрия Касьяника,255,59.92544800,30.37566000,4
143,"Перекупной переулок, д. 12/13",Art-cross,482,59.92901500,30.37802300,12
144,"Глинки, д. 5",Sorry mama bar,571,59.92695900,30.29562000,3
145,"Печатника Григорьева, д. 13",Африка,279,59.91867400,30.34860300,23
146,"Марата, д. 57",Третье место,589,59.92227300,30.34742600,1
147,"13-я линия В. О., д. 70-72",Арт-муза,310,59.94587800,30.26474500,4
148,"3-я линия В. О., д. 48",Чайный клуб Целый мир,539,59.94638300,30.28120200,1
149,"пр. Пятилеток, д. 1",Ледовый дворец,473,59.92153400,30.46789000,2
150,"Коломенская ул., д. 31",Арт-пространство Тайна,716,59.92279600,30.35269900,4
151,"Куйбышева, д. 38",Чердак,325,59.95799400,30.33381600,3
152,"Волынский переулок, д. 8",Капкан,221,59.93853100,30.32246200,3
153,"Никольский переулок, д. 8",Ресторан Никольский 8,671,59.92065000,30.30453100,1
154,"Петергоф, Эрлеровский б-р, д. 18",Библиотека Петергофа,50,59.87271500,29.90862600,22
155,"Циолковского, д. 7",Библиотека Екатерингофская,157,59.91154700,30.28586400,13
156,"Бухарестская ул., д. 30/32",Люксор,649,59.88361100,30.36956000,1
157,"Невский пр., д. 60",Кинотеатр Аврора,527,59.93406000,30.33917000,1
158,"Кузнечный переулок, д. 13",Чудетство,149,59.92694500,30.35393900,3
159,"Невский пр., д. 3",Галерея Невограф,431,59.93678700,30.31264300,1
160,"Спасский пер., д. 1",Господин литератор,488,59.92934400,30.31693700,5
161,"Литейный пр., д. 55",Union,78,59.93566900,30.34773100,9
162,"Радищева, д. 5",Вегетарианское кафе Ауровилль,784,59.93641700,30.36276000,1
163,"Суворовский пр., д. 43-45",Мастерская авторского Кофе Аддис,805,59.93947400,30.37743900,1
164,"Рубинштейна, д. 28",Галерея Вереск,760,59.92883900,30.34429100,1
165,"Замшина, д. 58, корп. 2",Театральный зал Монтессори-школы Михайловой,793,59.98079000,30.40157600,1
166,"Малая Морская ул., д. 24",Кинотеатр Англетер,169,59.93391500,30.30877100,2
167,"Аптекарская наб., д. 20А",Ресторан НАBEERЕЖНАЯ,523,59.97824600,30.31546400,1
168,"Союза Печатников, д. 8",Кофейня Щелкунчик,141,59.92381100,30.29332900,21
169,"Лиговский пр., д. 50",Дюны,65,59.92484400,30.35894200,2
170,"Мойка, д. 20",РОФ Петербургское наследие и перспектива,136,59.94001900,30.32106900,1
171,"Щербаков переулок, д. 17",Doodlebar,508,59.92797800,30.34449700,3
172,"Москательный переулок, д. 4",СПбГЭУ,371,59.93060200,30.32300100,2
173,"Канонерский остров, д. 32",Театр поэтов Послушайте!,148,59.90289400,30.21707100,22
174,"Кузнечный переулок, д. 5/2",street,53,59.92730100,30.35093800,1
175,"Невский пр., д. 100",КЗ Колизей,309,59.93200800,30.35561900,1
176,"Пушкин, ул. Московская, д. 32/17",Кинотеатр Авангард,147,59.71806700,30.41204200,2
177,"Дмитрия Устинова, д. 3",Библиотека Рыбацкая,79,59.83918100,30.49963600,6
178,"Средний пр. В. О., д. 93",Кинотеатр Прибой,743,59.93387000,30.24592500,1
179,"Коломенская ул., д. 9",Нико,58,59.92535300,30.35437900,85
180,"Загородный пр., д. 32",Чеширский кот,430,59.92443800,30.33867600,3
181,Павловск,street,53,59.68641100,30.43159800,1
182,"Садовая ул., д. 8",Паб Кино,711,59.93700800,30.33659200,1
183,"Казанская ул., д. 7",Сочи,720,59.93237800,30.32104200,3
184,"Лиговский пр., д. 50",ANDY BAR,206,59.92484400,30.35894200,4
185,"Якорная ул., д. 5А",ОхтаLab,9,59.94013200,30.41806000,44
186,"Казанская ул., д. 25А",Санкт-Петербургский филиал Московского Дома национальностей,573,59.93053900,30.31652400,1
187,"ул. Александра Матросова, д. 1",Мастерская Горынина,641,59.98034800,30.34041900,1
188,"Чайковского, д. 17",Отель Indigo,72,59.94632400,30.34754300,2
189,"Богатырский пр., д. 4",Театр За Черной речкой,559,59.99935400,30.29108400,2
190,"Средний пр. В. О., д. 93",Центр современного искусства им. С.Курёхина,842,59.93387000,30.24592500,1
191,"Большая Конюшенная ул., д. 29",Союз писателей России,212,59.93656200,30.32206600,7
192,"29-я линия В. О., д. 2",Эрарта,5,59.93189600,30.25162100,126
193,"Большой проспект В. О., д. 103",Ленэкспо,663,59.92837400,30.23606200,35
194,"2-я Советская ул., д. 27/2",Библиотека Некрасова,44,59.93021900,30.37224600,62
195,"6-я Советская ул., д. 25",Книги и кофе,11,59.93431200,30.37344100,2
196,"Рубинштейна, д. 23",Фонд Иофе,790,59.92799100,30.34305100,2
197,"Лиговский пр., д. 33-35",8pages,613,59.93274800,30.36147600,2
198,"Воскова ул., д. 2",Библиотека Ленина,108,59.95753000,30.30295000,1
199,"Народная ул., д. 1",Театр Мастерская,226,59.87780000,30.45936500,1
200,"Садовая ул., д. 75",Дом молодежи Рекорд,450,59.92002700,30.29531500,7
201,"Конюшенная пл., д. 2",Музей советских игровых автоматов,768,59.94070400,30.32599200,3
202,"Марата, д. 86",Школа живописи для чайникофф,582,59.91888600,30.33907200,1
203,"Думская ул., д. 4",Sketchbar,771,59.93311300,30.32832800,1
204,"Расстанная ул., д. 2, к.1",Crazy Hunter,584,59.90918300,30.33976300,1
205,"Савушкина, д. 7",Буквоед,19,59.98647500,30.29764100,1
206,"Невский пр., д. 24","Арт-салон на Невском, 24",2,59.93594400,30.32409700,73
207,"Лиговский пр., д. 53",Арт-Центр Пушкинская-10,838,59.92913600,30.35933800,1
208,"Пионерская ул., д. 32",Scorpion-club,567,59.96038100,30.28262100,1
209,"Новгородская ул., д. 27",Библиотека Герцена,156,59.94226400,30.39229700,40
210,"Фурштатская ул., д. 20",Сити-бар,554,59.94549000,30.35421700,9
211,"Заневский пр., д. 67",Буквоед,19,59.93302300,30.43763500,1
212,"Правды, д. 16",Митьки-Вхутемас,456,59.92230000,30.34113800,1
213,"Лиговский пр., д. 64-66",Нико,58,59.92281500,30.35611300,20
214,"Конная ул., д. 10",Арт-мастерская Колесо,578,59.92891600,30.37528300,3
215,"Полтавская ул., д. 3",Che,734,59.92810800,30.37035100,2
216,"Маршала Говорова, д. 47",the place,116,59.89949600,30.28982600,24
217,"Каменноостровский пр., д. 26/28",Театр Под самой крышей,497,59.96284500,30.31390100,1
218,"Ленина, д. 29",Хостел На улице Ленина,12,59.96349400,30.30154000,2
219,"Каменноостровский пр., 10",Ленфильм,841,59.95827300,30.31698200,1
220,"Литейный пр., д. 58",Борей-Арт,152,59.93403300,30.34846800,146
221,"Казанская ул., д. 5",Музей богемной жизни,829,59.93342900,30.32186900,1
222,"1-я линия В. О., д. 26",Высшая школа журналистики и массовых коммуникаций,617,59.94271000,30.28868500,1
223,"Невский пр., д. 35",Среда,240,59.93417200,30.33263100,1
224,"наб. р. Монастырки, д. 1",Святодуховский центр Александро-Невской Лавры,455,59.92110100,30.38852400,5
225,"Невский пр., д. 32-34",Костел св. Екатерины,188,59.93551100,30.32903700,1
226,Банковский мостик,street,53,59.93062400,30.32414200,1
227,"Гороховая ул., д. 49",Стереобар,438,59.92726100,30.32345900,1
228,"Исаакиевская пл., д. 5",Центр Петербургская иудаика,468,59.93349200,30.30447700,1
229,"Кузнечный переулок, д. 14",Кипяток,549,59.92728800,30.35422600,48
230,"Рубинштейна, д. 1",Тime-кафе Commode,794,59.93244100,30.34568300,1
231,Березовая Аллея ГМЗ Павловск,street,53,60.02038600,30.29274500,1
232,Дворцовая площадь,street,53,59.93892400,30.31531100,1
233,"Средний пр. В.О., 93",Центр современного искусства им. С.Курёхина,842,59.93387000,30.24592500,1
234,"Короленко, д. 4",Имажинариум,713,59.93993800,30.34987800,2
235,"Биржевая линия В. О., д. 12",Театр Ток,283,59.94364300,30.29601500,1
236,Пушкинская улица у памятника Пушкину,street,53,59.92924500,30.35700200,1
237,"Восстания, д. 24",Галерея ФотоДепартамет,705,59.93839600,30.36011000,1
238,"Карповка, д. 5/2",Орландина,511,59.96982100,30.30804400,3
239,"Большая Конюшенная ул., д. 2",Галерея дизайна Bulthaup,361,59.93955500,30.32444700,2
240,"Шоссе Революции, д. 84",Музей уличного искусства,718,59.96124600,30.45278900,2
241,"Херсонская ул., д. 43/12",Синий Пушкин,324,59.92684100,30.38459800,2
242,"Большая Морская ул., д. 39",Гостиница Англетер,475,59.93290100,30.30923900,2
243,"Литейный пр., д. 42",Центральный лекторий,378,59.93830600,30.34883600,15
244,"Некрасовский сквер, у памятника Некрасову",street,53,59.93738700,30.36751200,1
245,"Литейный пр., д. 19",street,53,59.94362900,30.34804600,1
246,"Маяковского, д. 27",Филиал № 1 Городской Детской Библиотеки имени Пушкина,854,59.94029400,30.35569000,1
247,"Пл. Стачек, д. 4",ДК Горького,443,59.90052000,30.27607300,2
248,"Вознесенский пр., д. 26",Все твои друзья,801,59.92765800,30.30842100,1
249,"Садовая ул., д. 2",Книжные аллеи у Михайловского замка,678,59.94023500,30.33705900,10
250,"Невский пр., д. 104",Интерьерный театр,54,59.93188200,30.35658900,27
251,"Ломоносов, ул. Победы, д. 1",Библиотека семейного чтения,459,59.90921500,29.77465100,2
252,"Каменноостровский пр., д. 67",Балтийский медиа-центр,474,59.97410400,30.30479200,4
253,"Университетская наб., д. 5",Санкт-Петербургский научный центр РАН,441,59.94086200,30.30293200,2
254,"Пер. Антоненко, д. 5",Check Point Cafe,667,59.92971800,30.31155600,1
255,"Индустриальный пр., д. 35, к. 1",Библиотека Ржевская,349,59.95423200,30.46986600,5
256,"Бронницкая улица, д. 23",Космонавт,537,59.91325300,30.32345900,1
257,"Казанская ул., д. 33",Check Point Cafe,667,59.92922700,30.31171800,1
258,"Большая Морская ул., д. 45",Дом композиторов,208,59.93199500,30.30543000,12
259,"Владимирский пр., д. 12",Малая сцена театра им. Ленсовета,652,59.93002500,30.34829700,1
260,"Фонтанка, д. 129",Свобода,621,59.91958100,30.30639100,1
261,"Мойка, д. 47",Молодёжный центр Эрмитажа,687,59.93739100,30.31918300,1
262,"Кожевенная линия В. О., д. 10",Крыша Roof Place,290,59.92599800,30.26624500,1
263,"Невский пр., д. 90-92Б",Police station,29,59.93236000,30.35306700,2
264,"наб. лейтенанта Шмидта, д. 39",Радиостанция Град Петров,814,59.93187300,30.27263200,1
265,"Харьковская ул., д. 8",Арт-мастерская Колесо,578,59.92617900,30.37070100,5
266,"Грибоедова, д. 49",Summerbar,63,59.93046200,30.31824000,77
267,"Бакунина, д. 6",Жопа,252,59.93015100,30.37479800,5
268,"Марата, д. 10",Жан-Жак,689,59.92991200,30.35499000,3
269,"Гороховая ул., д. 8",Старая Вена,35,59.93566000,30.31170000,302
270,"Лиговский пр., д. 74",Invader,293,59.92202100,30.35552000,4
271,"Разъезжая ул., д. 26/28",Бар мистера Кокошки,542,59.92390600,30.34919600,29
272,"Некрасова, д. 10",Большой театр кукол,513,59.93915800,30.35227700,7
273,"Казанская ул., д. 5",Арт-отель Рахманинов,710,59.93342900,30.32186900,2
274,"Думская ул., д. 1/3",Союз концертных деятелей,103,59.93419900,30.32897500,2
275,"Выборг, Рубежная, д. 18",Библиотека в Выборге на Рубежной,764,60.69804900,28.77135000,1
276,"наб. адмирала Макарова, д. 4",ИРЛИ,177,59.94481000,30.30139600,25
277,"Потемкинская ул., д. 2",Дом дружбы народов Ленинградской Области,176,59.94759500,30.36887800,2
278,Павловский парк,street,53,59.69368200,30.46673100,1
279,Угол Маяковского и Некрасова,street,53,59.93883300,30.35524100,9
280,"Невский пр., д. 120",Кофейня Аддис,827,59.93089500,30.36366700,1
281,"пл. Труда, д. 4",Николаевский дворец,410,59.93323500,30.29577300,3
282,"Большая Морская ул., д. 35",Росфото,120,59.93330700,30.31043300,7
283,"Мойка, д. 40",Квартира. Разговоры,262,59.93720200,30.32039600,2
284,"Мойка, д. 93",Галерея С.П.А.С.,422,59.93132800,30.30599600,1
285,"Садовая ул., д. 2",Михайловский замок,587,59.94023500,30.33705900,1
286,"Большая Монетная ул., д. 19",Администрация Петроградского района,217,59.96156100,30.31840100,2
287,"Артиллерийский переулок, д. 1",ARTIZMERENIE,261,59.94127200,30.34889000,1
288,"Фонтанка, д. 20",Timber,276,59.94062300,30.34119200,2
289,"Мориса Тореза, д. 32",Центральная областная детская библиотека,391,60.00441500,30.35611300,1
290,"Белоостровская ул., д. 23",Ресторан Mon Ami,412,59.98738000,30.31711700,1
291,"Лиговский пр., д. 53",Арт-Полигон,388,59.92913600,30.35933800,2
292,"Стрельная, территория Больничная горка, д. 2",Путевой дворец Петра Первого в Стрельне,738,59.85373100,30.04492700,1
293,"Елагин Остров, д. 4",Елагин дворец,608,59.97932200,30.27001800,1
294,"Спасский переулок, д. 11",DALI,624,59.92811300,30.31884200,1
295,"Зеленогорск, Гостиная ул., д. 1",Галерея Велес-студио,696,60.20123500,29.70443900,1
296,"Галерная ул., д. 45",Особняк Румянцева,272,59.93220700,30.28993400,1
297,"Фонтанка, д. 119",Галерея Ветер странствий,117,59.92084400,30.31189800,1
298,"Каменноостровский пр., д. 38",Арт-пространство KOKON Space,752,59.96590300,30.31118800,1
299,"Царское Село, ул. Средняя, 1/3",Музей,840,59.71802600,30.39998600,1
300,"5-я Советская ул., д. 12",Консульство Республики Польша в Санкт-Петербурге,189,59.93524500,30.36861700,12
301,"Лиговский пр., д. 113",Black stage,824,59.91908500,30.35261800,1
302,"Фонтанка, д. 118",Музей Державина,39,59.91903100,30.30991200,77
303,"Большая Морская ул., д. 52",Дом архитектора,220,59.93142700,30.30461200,3
304,"Заставская ул., д. 33",Триэль,686,59.89065800,30.31832100,1
305,"Обводный, д. 138",Байконур,247,59.90864700,30.28007000,2
306,"Грибоедова, д. 26",Старый Стокер,804,59.93304100,30.32605500,1
307,"Грибоедова, д. 103",КнигАрхив,536,59.92644500,30.30002200,6
308,"Михайловская ул., д. 2",Большой зал филармонии,241,59.93606100,30.33148100,5
309,"Выборг, пр. Суворова, д. 4",Библиотека Алвара Аалто в Выборге,367,60.70893700,28.74741000,4
310,"Пролетарская ул., д. 36",Буквоед в Колпино,245,59.82848700,30.09885300,1
311,"Лиговский пр., д. 50",V-CLUB,568,59.92484400,30.35894200,1
312,"Митрофаньевское шоссе, д. 2",Сеновал,520,59.90742800,30.30089300,2
313,"Почтамтский переулок, д. 4",Музей связи,676,59.93253100,30.30188100,2
314,"Красносельская ул., д. 16",Рюмочная На ход ноги,328,59.95806100,30.29461400,4
315,"17-я линия В. О., д. 52",Бизнес-Центр Традиция,786,59.94341300,30.26028000,1
316,"Фонтанка, 21",Дом Дружбы,722,59.93486700,30.34299700,2
317,"Фонтанка, д. 109",ГОСТИ,837,59.92289600,30.31916500,1
318,"Невский пр., д. 100",Колизей,859,59.93200800,30.35561900,1
319,"Лиговский пр., д. 50",ПОЭТому,76,59.92484400,30.35894200,7
320,"Варшавская ул., д. 37, к. 1",ЦБС Московского района,326,59.85981800,30.31353200,1
321,"Толстого, д. 9",Чеширский кот,430,59.96512400,30.31567000,1
322,"Мойка, д. 100",Петербургский художник,702,59.92767600,30.29462300,1
323,"7-я линия В. О., д. 28",Кофейня Идеальная чашка,486,59.94023500,30.28140000,1
324,"Карповка, д. 20",Симбиоz,680,59.96982100,30.30804400,2
325,"Морская наб., д. 17",Библиотека на Морской,622,59.94433700,30.20701900,1
326,"Литейный пр., д. 14",Gypsy bar,322,59.94495000,30.34914200,3
327,"Благодатная ул., д. 20",Библиотека правовой и экономической информации,173,59.87624600,30.31603000,5
328,"Невский пр., д. 39",Аничков Дворец,194,59.93304500,30.33982600,5
329,"Ст. Петергоф, угол Морского пр и Ораниенбаумского шоссе",Голова,796,59.88609400,29.89870800,1
330,"Большой проспект П. С., д. 56",Inside,496,59.96077300,30.30350700,1
331,"Кронштадт, Советская ул., д. 49",Центральная районная библиотека Кронштадта,207,59.99580900,29.76752700,1
332,"Большая Морская ул., д. 14",Сашина пекарня,267,59.93595800,30.31767400,1
