,name,event__place__name,event__place__id,lat,lon,event_count
883,"Гагаринская ул., д. 3",Шалтай-Болтай,380,59.94797800,30.34137100,13
884,"Малая Посадская ул., д. 26",Факультет философии человека РГПУ им. Герцена,244,59.95758800,30.32709700,1
885,"Канонерский остров, территория недостроенной ТЭЦ",street,53,59.89858900,30.21068400,1
886,Детская улица,street,53,59.92980800,30.24998600,1
887,"пл. Островского, д. 6",Музей театрального и музыкального искусства,282,59.93177000,30.33626900,13
888,"1-я Красноармейская ул., д. 15",Книжный магазин Буква,403,59.91627500,30.30907700,3
889,"Невский пр., д. 154",Театр-хостел Антракт,524,59.92785600,30.37433000,1
890,"Воронежская ул., д. 2А",Грибоедов,98,59.91951300,30.35080400,49
891,"Гороховая ул., д. 41",Хостел In Touch,557,59.92881600,30.32117700,2
892,"наб. Адмиралтейского канала, д. 2",Новая Голландия,64,59.92960500,30.28708600,112
893,"Лиговский пр., д. 74",Галерея Формула,545,59.92202100,30.35552000,2
894,"Торфяная дорога, д. 7",Буквоед,19,59.98940000,30.25732500,3
895,"6-я линия В. О., д. 29",Новый музей,223,59.94284500,30.27938800,14
896,"Садовая ул., д. 13-15",Чудо-бар,465,59.93489800,30.33507400,3
897,"Ленинградская область, Всеволжский район, Мурманское шоссе, 12 км",Букбери,749,59.88869500,30.51011100,1
898,"Малая Морская ул., д. 8",Издательство Астрель,739,59.93563300,30.31357700,1
899,"Каменноостровский пр., д. 26-28",Образовательный центр Дом Бенуа,516,59.96284500,30.31390100,3
900,"Бабушкина, д. 29, корп. 2",Квартирники у Гороховского,374,59.89092500,30.42813100,3
901,"Каменноостровский пр., д. 42",ДК Ленсовета,590,59.96686300,30.30998400,6
902,"Фонтанка, д. 8",Оружейника Фёдорова,719,59.94513000,30.33853300,1
903,"Думская ул., д. 9",Улитка на склоне,553,59.93277500,30.32732200,1
904,"Садовая ул., д. 30",Ресторан-клуб эстетики хоррора The Bat,114,59.92802700,30.32743800,1
905,"Николаевская, д. 16","Выставочный зал Николаевская, 16",509,59.87666200,29.95453000,1
906,"наб. р. Мойки, д. 32",Музей печати,137,59.93843200,30.32062000,1
907,Сквер Андрея Петрова,street,53,59.96329600,30.31295800,3
908,"1-я линия В. О., д. 52",Филологический факультет РГПУ им. Герцена,204,59.94654000,30.28433700,7
909,"Невский пр., д. 20",Книжный магазин Мы,449,59.93630900,30.32122200,36
910,"Сергея Лазо, д. 8, к. 4","Клуб Новая линия, филиал Пороховской библиотеки",446,59.95688100,30.48305400,1
911,"Котина, д. 6, к. 3",Галерея Ликт-Арт,522,59.85749100,30.20793600,4
912,Канонерский остров,пляж Канонерского острова за гаражами,420,59.89858900,30.21068400,1
913,"Казанская ул., д. 3",Книжный магазин #HERZENКНИГИ,348,59.93381600,30.32241700,1
914,"Университетская наб., д. 7/9",СПбГУ,134,59.94074000,30.30024600,13
915,"Невский пр., д. 81",Галерея ПИК-Арт,462,59.93094400,30.35950800,1
916,"Варшавская ул., д. 29",Гримерка,544,59.86330600,30.31337100,2
917,"Невский пр., д. 30",Малый зал филармонии,146,59.93553800,30.32734000,4
918,"Казанская ул., д. 7",Ресторан Тинькофф,353,59.93237800,30.32104200,2
919,"Фонтанка, д. 22-24",2 Колеса,192,59.94028000,30.34163200,1
920,"Грибоедова, д. 123",НИУ ВШЭ,242,59.92300400,30.30332800,9
921,"Грибоедова, д. 52",Чайхана Аъало,161,59.92751300,30.31578700,1
922,"Некрасова, д. 36",Holy Water,828,59.93893300,30.35930200,1
923,"Гагаринская ул., д. 3",Европейский университет,31,59.94797800,30.34137100,60
924,"Караванная ул., д. 12",Дом кино,335,59.93625100,30.34216200,10
925,"Лиговский пр., д. 289",Route 148,533,59.89466200,30.32872300,19
926,"Казанская ул., д. 7",Radiobaby,492,59.93237800,30.32104200,10
927,"Токсово, ул., Гагарина, д. 22",Музей леса,464,60.14630800,30.48928800,1
928,"Рентгена, д. 9Б",Коворкинг Контекст,312,59.96353000,30.32194100,1
929,street,весь мир,538,59.93909500,30.31586800,1
930,"Генерала Хрулева, д. 9",Киностудии RWS,709,59.99588100,30.29126300,1
931,"Загородный пр., д. 28Б",Музей-квартира Н. А. Римского-Корсакова,168,59.92460500,30.34108400,1
932,"Володарского, д. 9","Гатчина, бар New York",665,59.83513400,30.09442400,1
933,"Фонтанка, д. 41",Дом Кочневой,530,59.93070500,30.33926900,2
934,"Кадетская линия В. О., д. 9",Ресторан Ragu,260,59.94364700,30.28855900,1
935,"Энгельса, д. 154",Лавочка детских книг,384,60.05908600,30.33502000,4
936,"Приморский пр., д. 74",Парк 300-летия Петербурга,365,59.98409800,30.20277000,2
937,"Чайковского, д. 12",Banka Soundbar,110,59.94681500,30.34603400,20
938,"Невский пр., д. 20",БИКЦИМ,13,59.93630900,30.32122200,134
939,"Малая Посадская ул., д. 3А",HORROR BAR,715,59.95764200,30.32087200,1
940,"4-я Красноармейская ул., д. 1/33",СПбГУКИ,498,59.91398800,30.31679300,3
941,"Банковский пер., д. 3",Нико,58,59.93054300,30.32395300,25
942,"Невский пр., д. 22",Лекторий Cultura,823,59.93594400,30.32409700,1
943,"Грибоедова, д. 42",Жук,93,59.92999300,30.31864400,1
944,"Биржевая линия В. О., д. 12",Kletka,301,59.94364300,30.29601500,1
945,"Потемкинская ул., д. 4а",Ленинград Центр,706,59.94645900,30.36917400,4
946,"Моховая ул., д. 34",Малая сцена Академии театрального искусства,563,59.94065400,30.34553000,1
947,Большая Разночинная 17А,Редакция журнала Аврора,354,59.96041700,30.28899100,1
948,"Чайковского, д. 59",Чаплин-Клуб,275,59.94626600,30.36011000,1
949,под мостом Александра Невского со стороны Заневского пр.,street,53,59.92501500,30.38274800,1
950,"Большая Конюшенная ул., д. 15",NAMEGALLERY,662,59.93900000,30.32323400,1
951,"Лермонтовский пр., д. 43/1",Азимут,855,59.91460100,30.29664400,1
952,"Малый пр. П. С., д. 9/6",Классическая гимназия 610,193,59.95500700,30.29213500,2
953,"Аптекарский переулок, д. 1",АБЦентр,67,59.94390900,30.32583000,17
954,"Новоизмайловский пр., д. 48",Дом молодежи,159,59.85339200,30.30658900,4
955,"Мошков переулок, д. 4",Миракль,24,59.94331400,30.32180600,15
956,"Литейный пр., д. 60",Дом Дружбы,722,59.93378500,30.34845000,1
957,"Литейный пр., д. 24",Фонд создания музея Иосифа Бродского,333,59.94250700,30.34901600,2
958,"Карповка, д. 5/2",Studio 212,802,59.96982100,30.30804400,1
959,"Нахимова, д. 8/3",Библиотека Ломоносова,38,59.94273200,30.23555000,5
960,"Невский пр., д. 22-24",Петришуле,560,59.93594400,30.32409700,1
961,"Дворцовая наб., д. 20",Тайга,605,59.94387200,30.32120400,2
962,"Фонтанка, д. 20",Тайное общество,104,59.94062300,30.34119200,1
963,"Невский пр., д. 22-24",Лютеранская церковь святых Петра и Павла,644,59.93594400,30.32409700,1
964,"Стрельна, Орловская ул., д. 2",Музей Юрия Инге в Стрельне,782,59.85375800,30.03795600,1
965,"6-я линия В. О., д. 39",Галерея 14/45,775,59.94516100,30.27658500,1
966,"Лиговский пр., д. 50, корп. 13",Ящик,30,59.92341400,30.36220300,45
967,"Апраксин переулок, д. 11",Книжный магазин Раскольниковъ,797,59.92800900,30.32647700,4
968,"Выборгская наб., д. 27",Вам сюда!,789,59.96734000,30.33837100,2
969,"Добролюбова, д. 1",Творческая мастерская Наш театр,311,59.94963600,30.30599600,3
970,"Невский пр., д. 20",Daily,616,59.93630900,30.32122200,1
971,"Невский пр., д. 20",Библиотека Блока,125,59.93630900,30.32122200,27
972,"Петергоф, ул. Царицынская, д. 2",КЦ Каскад,623,59.87621900,29.91616300,2
973,"Жуковского, д. 28",AnnaNova,249,59.93603900,30.35969700,10
974,"Гатчина, пр. 25 Октября, д. 42",Кафе Рапан,215,59.57464900,30.12770700,3
975,"3-я Советская ул., д. 8А","ЦГДБ им. Пушкина, филиал № 3",89,59.93354100,30.36675800,1
976,"Бухарестская ул., 122",Библиотека на Бухарестской 122,614,59.84518400,30.40923000,1
977,"Жуковского, д. 3",Синий Пушкин,324,59.93579100,30.35023800,1
978,"3-я Советская ул., д. 2/3",Цоколь,55,59.93399200,30.36541000,11
979,"Шамшева, д. 8",ДК Шелгунова,32,59.96033600,30.30084800,1
980,"Гороховая ул., д. 62",Лавочка детских книг,384,59.92321100,30.33040300,2
981,"Фонтанка, д. 46",Библиотека Маяковского,14,59.93182800,30.34337500,675
