,place_name,participant_count
3191,Библиотека Маяковского,6
3192,Новый выставочный зал музея городской скульптуры,1
3193,Еврейский общинный центр,2
3194,ЦСЛК,2
3195,Achtung baby!,1
3196,Российская национальная библиотека,1
3197,Библиотека им. Толстого,2
3198,Буквоед,2
3199,КЦ Троицкий,7
3200,Музей Достоевского,1
3201,Старая Вена,2
3202,Новый выставочный зал музея городской скульптуры,1
3203,Библиотека Маяковского,1
3204,Музей Ахматовой,1
3205,Буквоед,1
3206,Библиотека Маяковского,1
3207,Филологический факультет СПбГУ,9
3208,Музей Зощенко,1
3209,ЦСЛК,1
3210,Буквоед,1
3211,Библиотека Ломоносова,1
3212,Музей Ахматовой,12
3213,ЦГДБ им. Пушкина,1
3214,ЦСЛК,0
3215,Галерея Велес-студио,1
3216,Книжный магазин Буква,1
3217,Библиотека Маяковского,4
3218,Музей Ахматовой,2
3219,Буквоед,10
3220,Библиотека Некрасова,2
3221,ЦСЛК,2
3222,ЦСЛК,2
3223,Библиотека Маяковского,0
3224,Музей нонконформистского искусства,1
3225,ЦСЛК,1
3226,Achtung baby!,1
3227,Дом книги,2
3228,Музей Державина,3
3229,Российская национальная библиотека,1
3230,Музей Ахматовой,1
3231,Старая Вена,2
3232,Старая Вена,2
3233,ЦСЛК,2
3234,Музей нонконформистского искусства,1
3235,Сеновал,1
3236,ПОЭТому,0
3237,Старая Вена,8
3238,Музей Зощенко,1
3239,Буквоед,6
3240,ГЭЗ-21,1
3241,Библиотека им. Молчанова,4
3242,ЦСЛК,12
3243,Cafemax,2
3244,ЦСЛК,11
3245,Cafemax,1
3246,Библиотека Маяковского,2
3247,Achtung baby!,1
3248,Российская национальная библиотека,2
3249,Achtung baby!,2
3250,Российская национальная библиотека,1
3251,ЦСЛК,1
3252,ПОЭТому,0
3253,Музей-библиотека Книги блокадного города,1
3254,Музей Ахматовой,0
3255,ЦСЛК,2
3256,Редакция журнала Звезда,1
3257,Библиотека Лермонтова,1
3258,Буквоед,1
3259,Библиотека Маяковского,1
3260,Российская национальная библиотека,1
3261,Музей Ахматовой,2
3262,ЦСЛК,1
3263,Старая Вена,5
3264,Библиотека Ломоносова,1
3265,Библиотека Мамина-Сибиряка,0
3266,Российская национальная библиотека,3
3267,Дом книги,1
3268,ПОЭТому,0
3269,Дом книги,1
3270,Стирка,1
3271,Музей Достоевского,2
3272,Борей-Арт,1
3273,Библиотека Маяковского,7
3274,Дом композиторов,5
3275,ЦСЛК,0
3276,ЦСЛК,2
3277,Стирка,0
3278,Библиотека Маяковского,1
3279,Филологический факультет СПбГУ,1
3280,Музей Зощенко,1
3281,ЦСЛК,1
3282,Achtung baby!,3
3283,Музей Достоевского,5
3284,ПОЭТому,0
3285,Буквоед,1
3286,Старая Вена,5
3287,Галерея Квартира Алексея Сергиенко,2
3288,Французский институт,1
3289,Петербургский СКК,7
3290,ЦСЛК,1
3291,Буквоед,1
3292,Музей нонконформистского искусства,1
3293,Буквоед,1
3294,Буквоед,1
3295,Буквоед,1
3296,Библиотека Маяковского,2
3297,Еврейский общинный центр,1
3298,ЦСЛК,1
3299,ЦСЛК,1
3300,Музей Пушкина,1
3301,Музей Державина,2
3302,Музей Ахматовой,6
3303,ЦСЛК,5
3304,Музей Державина,29
3305,Музей Державина,32
3306,Музей Державина,16
3307,Музей Державина,19
3308,Музей Державина,31
3309,Музей Державина,14
3310,Библиотека Маяковского,1
3311,ЦСЛК,1
3312,ПОЭТому,0
3313,Библиотека Некрасова,1
3314,Музей Ахматовой,8
3315,ЦСЛК,1
3316,Музей Ахматовой,2
3317,ЦСЛК,1
3318,Буквоед,1
3319,Библиотека Маяковского,0
3320,Библиотека Лермонтова,1
3321,ЦСЛК,2
3322,ЦСЛК,1
3323,Музей Зощенко,1
3324,Подвал Бродячей Собаки,9
3325,Большая хоральная синагога,1
3326,Музей Ахматовой,2
3327,Музей Ахматовой,2
3328,Дом книги,2
3329,Центральная детская библиотека Кировского района,1
3330,Российская национальная библиотека,6
3331,Музей Ахматовой,2
3332,Музей Ахматовой,6
3333,Российская национальная библиотека,1
3334,ЦСЛК,16
3335,Борей-Арт,1
3336,Борей-Арт,3
3337,Библиотека Грибоедова,1
3338,Российская национальная библиотека,1
3339,Дом книги,3
3340,Библиотека Маяковского,1
3341,Еврейский общинный центр,3
3342,Институт Финляндии в Санкт-Петербурге,1
3343,Дом книги,3
3344,Буквоед,1
3345,ЦСЛК,2
3346,Музей Ахматовой,11
3347,ЦСЛК,13
3348,Старая Вена,1
3349,Музей Ахматовой,3
3350,Библиотека Лермонтова,1
3351,Библиотека Маяковского,4
3352,Российская национальная библиотека,0
3353,ЦСЛК,2
3354,Буквоед,0
3355,Балтийский стрелковый центр,0
3356,ЦСЛК,8
3357,Музей Ахматовой,3
3358,СимбиоZ,6
3359,Музей Блока,7
3360,Дом писателя,2
3361,Буквоед,5
3362,Библиотека Маяковского,1
3363,ЦСЛК,1
3364,Театр Куклы,3
3365,Библиотека Некрасова,3
3366,Музей Ахматовой,0
3367,ЦСЛК,1
3368,Achtung baby!,1
3369,ЦСЛК,0
3370,Библиотека Бронницкая,1
3371,Музей Державина,2
3372,Книжная лавка писателя,1
3373,Музей Зощенко,3
3374,Музей Набокова,1
3375,Дом книги,4
3376,Российская национальная библиотека,1
3377,Российская национальная библиотека,3
3378,Подвал Бродячей Собаки,0
3379,Музей Блока,6
3380,Буквоед,2
3381,Музей Набокова,3
3382,Дом писателя,0
3383,Дом писателя,0
3384,Буквоед,0
3385,Редакция журнала Звезда,1
3386,Музей Набокова,1
3387,Библиотека Маяковского,1
3388,Подвал Бродячей Собаки,17
3389,Музей Ахматовой,2
3390,Жук,0
3391,Борей-Арт,1
3392,ЦСЛК,5
3393,Achtung baby!,5
3394,ЦСЛК,5
3395,Achtung baby!,5
3396,Музей истории религии,1
3397,ЦСЛК,4
3398,ЦСЛК,2
3399,Музей Ахматовой,2
3400,Еврейский общинный центр,9
3401,Музей Зощенко,1
3402,Музей Ахматовой,1
3403,Музей Ахматовой,26
3404,Музей петербургского авангарда,2
3405,Буквоед,4
3406,Буквоед,6
3407,Музей Ахматовой,2
3408,Библиотека Некрасова,2
3409,Музей Ахматовой,5
3410,Европейский университет,1
3411,Буквоед,0
3412,ЦСЛК,1
3413,Галар Кампот,1
3414,Achtung baby!,1
3415,ЦСЛК,1
3416,ЦСЛК,1
3417,Музей Ахматовой,9
3418,Музей петербургского авангарда,6
3419,Дом писателя,6
3420,Подвал Бродячей Собаки,5
3421,Мансарда художников,3
3422,Мансарда художников,3
3423,Цоколь,5
3424,Музей петербургского авангарда,2
3425,ГЭЗ-21,5
3426,Музей Ахматовой,9
3427,Буквоед,2
3428,ЦСЛК,2
3429,ЦСЛК,1
3430,Дом книги,1
3431,ЦСЛК,1
3432,Музей Ахматовой,2
3433,Буквоед,1
3434,Дом книги,1
3435,Achtung baby!,1
3436,Буквоед,2
3437,Буквоед,1
3438,Музей петербургского авангарда,4
3439,Achtung baby!,1
3440,Achtung baby!,2
3441,Буквоед,2
3442,Achtung baby!,2
3443,Дом книги,2
3444,Музей Ахматовой,3
3445,Achtung baby!,2
3446,street,8
3447,Буквоед,1
3448,Дом книги,3
3449,Дом книги,4
3450,Буквоед,4
3451,Музей Ахматовой,12
3452,Подвал Бродячей Собаки,4
